Entity,Code,Year,Corruption Perception Index - Transparency International (2018).x,Share of the population in extreme poverty.x,Corruption Perception Index - Transparency International (2018).y,Share of the population in extreme poverty.y,Oil production (TWh).x,HAQ Index (IHME (2017)).x,Gender Inequality Index (Human Development Report (2015)).x,GDP per capita (constant 2015 US$).x,freeexpr_bti.x,electfreefair_bti.x,"Foreign direct investment, net outflows (% of GDP).x","Foreign direct investment, net inflows (% of GDP).x",Birth rate - Sex: all - Age: all - Variant: estimates.x,Deaths - Cardiovascular diseases - Sex: Both - Age: Age-standardized (Rate).x,Oil production (TWh).y,HAQ Index (IHME (2017)).y,Gender Inequality Index (Human Development Report (2015)).y,GDP per capita (constant 2015 US$).y,freeexpr_bti.y,electfreefair_bti.y,"Foreign direct investment, net outflows (% of GDP).y","Foreign direct investment, net inflows (% of GDP).y",Birth rate - Sex: all - Age: all - Variant: estimates.y,Deaths - Cardiovascular diseases - Sex: Both - Age: Age-standardized (Rate).y
Angola,AGO,2009,NA,NA,NA,NA,1000.608154,NA,NA,3963.248535,6,6,0.009605173,3.136662245,45.49499893,333.08,1000.608154,NA,NA,3963.248535,6,6,0.009605173,3.136662245,45.49499893,333.08
Angola,AGO,2010,NA,NA,NA,NA,1034.238281,37.7,NA,3988.623535,NA,NA,1.599567294,-3.851110458,44.97000122,328.97,1034.238281,37.7,NA,3988.623535,NA,NA,1.599567294,-3.851110458,44.97000122,328.97
Angola,AGO,2011,NA,NA,NA,NA,954.0292358,NA,NA,3979.814941,6,6,1.871945858,-2.704874754,44.36399841,325.45,954.0292358,NA,NA,3979.814941,6,6,1.871945858,-2.704874754,44.36399841,325.45
Congo,COG,1900,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Congo,COG,1901,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Congo,COG,1902,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Congo,COG,1903,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Congo,COG,1904,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Congo,COG,1905,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Congo,COG,1906,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Congo,COG,1907,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Congo,COG,1908,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Congo,COG,1909,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Congo,COG,1910,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Congo,COG,1911,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Congo,COG,1912,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Congo,COG,1913,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Congo,COG,1914,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Congo,COG,1915,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Congo,COG,1916,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Congo,COG,1917,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Congo,COG,1918,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Congo,COG,1919,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Congo,COG,1920,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Congo,COG,1921,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Congo,COG,1922,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Congo,COG,1923,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Congo,COG,1924,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Congo,COG,1925,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Congo,COG,1926,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Congo,COG,1927,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Congo,COG,1928,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Congo,COG,1929,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Congo,COG,1930,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Congo,COG,1931,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Congo,COG,1932,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Congo,COG,1933,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Congo,COG,1934,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Congo,COG,1935,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Congo,COG,1936,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Congo,COG,1937,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Congo,COG,1938,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Congo,COG,1939,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Congo,COG,1940,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Congo,COG,1941,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Congo,COG,1942,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Congo,COG,1943,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Congo,COG,1944,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Congo,COG,1945,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Congo,COG,1946,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Congo,COG,1947,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Congo,COG,1948,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Congo,COG,1949,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Congo,COG,1950,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,44.89799881,NA,0,NA,NA,NA,NA,NA,NA,NA,44.89799881,NA
Congo,COG,1951,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,44.79999924,NA,0,NA,NA,NA,NA,NA,NA,NA,44.79999924,NA
Congo,COG,1952,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,44.63700104,NA,0,NA,NA,NA,NA,NA,NA,NA,44.63700104,NA
Congo,COG,1953,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,44.49200058,NA,0,NA,NA,NA,NA,NA,NA,NA,44.49200058,NA
Congo,COG,1954,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,44.25999832,NA,0,NA,NA,NA,NA,NA,NA,NA,44.25999832,NA
Congo,COG,1955,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,44.15599823,NA,0,NA,NA,NA,NA,NA,NA,NA,44.15599823,NA
Congo,COG,1956,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,44.04100037,NA,0,NA,NA,NA,NA,NA,NA,NA,44.04100037,NA
Congo,COG,1957,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,43.84500122,NA,0,NA,NA,NA,NA,NA,NA,NA,43.84500122,NA
Congo,COG,1958,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,43.76699829,NA,0,NA,NA,NA,NA,NA,NA,NA,43.76699829,NA
Congo,COG,1959,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,43.59400177,NA,0,NA,NA,NA,NA,NA,NA,NA,43.59400177,NA
Congo,COG,1960,NA,NA,NA,NA,0.604759991,NA,NA,1231.082764,NA,NA,NA,NA,43.35699844,NA,0.604759991,NA,NA,1231.082764,NA,NA,NA,NA,43.35699844,NA
Congo,COG,1961,NA,NA,NA,NA,1.197890043,NA,NA,1302.091064,NA,NA,NA,NA,43.20800018,NA,1.197890043,NA,NA,1302.091064,NA,NA,NA,NA,43.20800018,NA
Congo,COG,1962,NA,NA,NA,NA,1.430490017,NA,NA,1336.370605,NA,NA,NA,NA,43.0719986,NA,1.430490017,NA,NA,1336.370605,NA,NA,NA,NA,43.0719986,NA
Congo,COG,1963,NA,NA,NA,NA,1.267670035,NA,NA,1250.477417,NA,NA,NA,NA,43.20199966,NA,1.267670035,NA,NA,1250.477417,NA,NA,NA,NA,43.20199966,NA
Congo,COG,1964,NA,NA,NA,NA,0.96529001,NA,NA,1265.078857,NA,NA,NA,NA,43.27600098,NA,0.96529001,NA,NA,1265.078857,NA,NA,NA,NA,43.27600098,NA
Congo,COG,1965,NA,NA,NA,NA,0.825730026,NA,NA,1277.49353,NA,NA,NA,NA,43.45700073,NA,0.825730026,NA,NA,1277.49353,NA,NA,NA,NA,43.45700073,NA
Congo,COG,1966,NA,NA,NA,NA,0.721059978,NA,NA,1260.602661,NA,NA,NA,NA,43.57099915,NA,0.721059978,NA,NA,1260.602661,NA,NA,NA,NA,43.57099915,NA
Congo,COG,1967,NA,NA,NA,NA,0.581499994,NA,NA,1252.695679,NA,NA,NA,NA,43.63800049,NA,0.581499994,NA,NA,1252.695679,NA,NA,NA,NA,43.63800049,NA
Congo,COG,1968,NA,NA,NA,NA,0.500090003,NA,NA,1311.49939,NA,NA,NA,NA,43.79100037,NA,0.500090003,NA,NA,1311.49939,NA,NA,NA,NA,43.79100037,NA
Congo,COG,1969,NA,NA,NA,NA,0.279119998,NA,NA,1371.385498,NA,NA,NA,NA,43.85900116,NA,0.279119998,NA,NA,1371.385498,NA,NA,NA,NA,43.85900116,NA
Congo,COG,1970,NA,NA,NA,NA,0.220970005,NA,NA,1417.500244,NA,NA,NA,1.854810476,43.95000076,NA,0.220970005,NA,NA,1417.500244,NA,NA,NA,1.854810476,43.95000076,NA
Congo,COG,1971,NA,NA,NA,NA,0.162819996,NA,NA,1483.791382,NA,NA,NA,15.1182127,44.16500092,NA,0.162819996,NA,NA,1483.791382,NA,NA,NA,15.1182127,44.16500092,NA
Congo,COG,1972,NA,NA,NA,NA,3.907680035,NA,NA,1565.11438,NA,NA,NA,16.14437866,44.2840004,NA,3.907680035,NA,NA,1565.11438,NA,NA,NA,16.14437866,44.2840004,NA
Congo,COG,1973,NA,NA,NA,NA,24.31833076,NA,NA,1644.68689,NA,NA,NA,12.6020956,44.06800079,NA,24.31833076,NA,NA,1644.68689,NA,NA,NA,12.6020956,44.06800079,NA
Congo,COG,1974,NA,NA,NA,NA,28.55164909,NA,NA,1722.739624,NA,NA,NA,7.875432968,43.89599991,NA,28.55164909,NA,NA,1722.739624,NA,NA,NA,7.875432968,43.89599991,NA
Congo,COG,1975,NA,NA,NA,NA,20.80607033,NA,NA,1802.064575,NA,NA,NA,2.007553816,43.65999985,NA,20.80607033,NA,NA,1802.064575,NA,NA,NA,2.007553816,43.65999985,NA
Congo,COG,1976,NA,NA,NA,NA,24.42300034,NA,NA,1766.051147,NA,NA,NA,0.315419942,43.26399994,NA,24.42300034,NA,NA,1766.051147,NA,NA,NA,0.315419942,43.26399994,NA
Congo,COG,1977,NA,NA,NA,NA,19.06156921,NA,NA,1561.684326,NA,NA,NA,0.259574115,42.88800049,NA,19.06156921,NA,NA,1561.684326,NA,NA,NA,0.259574115,42.88800049,NA
Congo,COG,1978,NA,NA,NA,NA,28.2609005,NA,NA,1613.363647,NA,NA,0,0.460917801,42.38100052,NA,28.2609005,NA,NA,1613.363647,NA,NA,0,0.460917801,42.38100052,NA
Congo,COG,1979,NA,NA,NA,NA,32.12205887,NA,NA,1720.861816,NA,NA,0,1.37490201,41.91400146,NA,32.12205887,NA,NA,1720.861816,NA,NA,0,1.37490201,41.91400146,NA
Congo,COG,1980,NA,NA,NA,NA,36.84384155,NA,NA,1966.218262,NA,NA,0,2.346836805,41.47399902,NA,36.84384155,NA,NA,1966.218262,NA,NA,0,2.346836805,41.47399902,NA
Congo,COG,1981,NA,NA,NA,NA,47.69462967,NA,NA,2246.087646,NA,NA,0.121092804,1.547166348,41.17900085,NA,47.69462967,NA,NA,2246.087646,NA,NA,0.121092804,1.547166348,41.17900085,NA
Congo,COG,1982,NA,NA,NA,NA,52.95138931,NA,NA,2696.219971,NA,NA,0.138570011,1.636056304,40.93500137,NA,52.95138931,NA,NA,2696.219971,NA,NA,0.138570011,1.636056304,40.93500137,NA
Congo,COG,1983,NA,NA,NA,NA,62.39495087,NA,NA,2772.306152,NA,NA,0.164165467,2.673923969,40.79499817,NA,62.39495087,NA,NA,2772.306152,NA,NA,0.164165467,2.673923969,40.79499817,NA
Congo,COG,1984,NA,NA,NA,NA,70.07074738,NA,NA,2881.739014,NA,NA,0.171090081,1.593218565,40.64899826,NA,70.07074738,NA,NA,2881.739014,NA,NA,0.171090081,1.593218565,40.64899826,NA
Congo,COG,1985,NA,NA,NA,NA,69.04730988,NA,NA,2768.125732,NA,NA,0.06992545,0.58724761,40.32699966,NA,69.04730988,NA,NA,2768.125732,NA,NA,0.06992545,0.58724761,40.32699966,NA
Congo,COG,1986,NA,NA,NA,NA,69.21012878,NA,NA,2507.337402,NA,NA,-0.003623055,1.213436604,40.04000092,NA,69.21012878,NA,NA,2507.337402,NA,NA,-0.003623055,1.213436604,40.04000092,NA
Congo,COG,1987,NA,NA,NA,NA,73.46671295,NA,NA,2443.872559,NA,NA,0.003481661,1.890931845,39.77000046,NA,73.46671295,NA,NA,2443.872559,NA,NA,0.003481661,1.890931845,39.77000046,NA
Congo,COG,1988,NA,NA,NA,NA,81.85193634,NA,NA,2420.006348,NA,NA,0.013965872,0.41107738,39.4640007,NA,81.85193634,NA,NA,2420.006348,NA,NA,0.013965872,0.41107738,39.4640007,NA
Congo,COG,1989,NA,NA,NA,NA,92.59806061,NA,NA,2416.118896,NA,NA,-0.017534366,-0.298176855,39.1780014,NA,92.59806061,NA,NA,2416.118896,NA,NA,-0.017534366,-0.298176855,39.1780014,NA
Congo,COG,1990,NA,NA,NA,NA,93.37727356,32.2,NA,2374.44751,NA,NA,0.135524973,0.805773675,38.84700012,469.32,93.37727356,32.2,NA,2374.44751,NA,NA,0.135524973,0.805773675,38.84700012,469.32
Congo,COG,1991,NA,NA,NA,NA,93.66802216,NA,NA,2365.508301,NA,NA,0.048039276,1.20202899,38.70100021,460.52,93.66802216,NA,NA,2365.508301,NA,NA,0.048039276,1.20202899,38.70100021,460.52
Congo,COG,1992,NA,NA,NA,NA,100.459938,NA,NA,2361.362793,NA,NA,0.041183371,0.093379632,38.62599945,453.47,100.459938,NA,NA,2361.362793,NA,NA,0.041183371,0.093379632,38.62599945,453.47
Congo,COG,1993,NA,NA,NA,NA,110.9269409,NA,NA,2274.349365,NA,NA,0.042059015,10.65647793,38.42699814,452.64,110.9269409,NA,NA,2274.349365,NA,NA,0.042059015,10.65647793,38.42699814,452.64
Congo,COG,1994,NA,NA,NA,NA,111.2060623,NA,NA,2090.24707,NA,NA,-0.051543903,0.16898714,38.31299973,460.08,111.2060623,NA,NA,2090.24707,NA,NA,-0.051543903,0.16898714,38.31299973,460.08
Congo,COG,1995,NA,NA,NA,NA,107.7752075,31.4,NA,2113.19165,NA,NA,-0.501798868,5.329956055,38.17499924,463.1,107.7752075,31.4,NA,2113.19165,NA,NA,-0.501798868,5.329956055,38.17499924,463.1
Congo,COG,1996,NA,NA,NA,NA,120.4751663,NA,NA,2141.927979,NA,NA,-0.414941877,2.457105398,38.22200012,467.68,120.4751663,NA,NA,2141.927979,NA,NA,-0.414941877,2.457105398,38.22200012,467.68
Congo,COG,1997,NA,NA,NA,NA,134.7451782,NA,NA,2068.06665,NA,NA,-5.376263618,-2.118241549,38.28300095,464.14,134.7451782,NA,NA,2068.06665,NA,NA,-5.376263618,-2.118241549,38.28300095,464.14
Congo,COG,1998,NA,NA,NA,NA,158.1563721,NA,NA,2084.040283,NA,NA,-10.80175686,-8.703069687,37.97299957,451.63,158.1563721,NA,NA,2084.040283,NA,NA,-10.80175686,-8.703069687,37.97299957,451.63
Congo,COG,1999,NA,NA,NA,NA,159.6448975,NA,NA,1972.240601,NA,NA,-24.94459343,-2.900434494,37.70500183,443.31,159.6448975,NA,NA,1972.240601,NA,NA,-24.94459343,-2.900434494,37.70500183,443.31
Congo,COG,2000,NA,NA,NA,NA,157.2127533,33.3,0.62300003,2061.287354,NA,NA,-8.053361893,-3.032841444,37.15800095,430.32,157.2127533,33.3,0.62300003,2061.287354,NA,NA,-8.053361893,-3.032841444,37.15800095,430.32
Congo,COG,2001,NA,NA,NA,NA,145.8896637,NA,NA,2079.487793,NA,NA,-7.390935898,-4.840026379,37.61500168,414.08,145.8896637,NA,NA,2079.487793,NA,NA,-7.390935898,-4.840026379,37.61500168,414.08
Congo,COG,2002,NA,NA,NA,NA,140.127594,NA,NA,2114.034424,NA,NA,-4.212806702,6.563578606,37.54700089,401.49,140.127594,NA,NA,2114.034424,NA,NA,-4.212806702,6.563578606,37.54700089,401.49
Congo,COG,2003,NA,NA,NA,NA,128.003891,NA,NA,2070.836182,NA,NA,-2.907140732,6.266067028,37.26900101,399.72,128.003891,NA,NA,2070.836182,NA,NA,-2.907140732,6.266067028,37.26900101,399.72
Congo,COG,2004,NA,NA,NA,NA,133.3985443,NA,NA,2079.621582,NA,NA,2.178676367,1.898212552,37.40299988,396.43,133.3985443,NA,NA,2079.621582,NA,NA,2.178676367,1.898212552,37.40299988,396.43
Congo,COG,2005,NA,NA,NA,NA,146.1580048,39.3,0.625,2171.443115,NA,NA,4.323683739,12.04984474,37.35900116,391.04,146.1580048,39.3,0.625,2171.443115,NA,NA,4.323683739,12.04984474,37.35900116,391.04
Congo,COG,2006,NA,NA,NA,NA,165.1391144,NA,NA,2268.244385,NA,NA,0,18.44598007,37.4980011,387.55,165.1391144,NA,NA,2268.244385,NA,NA,0,18.44598007,37.4980011,387.55
Congo,COG,2007,NA,NA,NA,NA,133.5597534,NA,NA,2046.644897,5,3,-0.515998065,16.21655655,37.66400146,384.99,133.5597534,NA,NA,2046.644897,5,3,-0.515998065,16.21655655,37.66400146,384.99
Congo,COG,2008,NA,NA,NA,NA,141.8599548,NA,NA,2102.296387,NA,NA,-0.790825486,16.72100258,38.20899963,383.91,141.8599548,NA,NA,2102.296387,NA,NA,-0.790825486,16.72100258,38.20899963,383.91
Congo,COG,2009,NA,NA,NA,NA,163.8984222,NA,NA,2271.131104,4,3,-0.924618721,12.2288866,38.42499924,378.95,163.8984222,NA,NA,2271.131104,4,3,-0.924618721,12.2288866,38.42499924,378.95
Congo,COG,2010,NA,NA,NA,NA,186.565506,41.2,0.61699998,2421.708984,NA,NA,4.509194851,11.57729435,38.85800171,374.73,186.565506,41.2,0.61699998,2421.708984,NA,NA,4.509194851,11.57729435,38.85800171,374.73
Congo,COG,2011,NA,NA,NA,NA,178.1521759,NA,0.61199999,2406.925537,4,3,0.638502181,1.907834768,38.23199844,370.4,178.1521759,NA,0.61199999,2406.925537,4,3,0.638502181,1.907834768,38.23199844,370.4
Equatorial Guinea,GNQ,1980,NA,NA,NA,NA,0,NA,NA,528.4900513,NA,NA,NA,NA,43.39899826,NA,0,NA,NA,528.4900513,NA,NA,NA,NA,43.39899826,NA
Equatorial Guinea,GNQ,1981,NA,NA,NA,NA,0,NA,NA,528.4512329,NA,NA,NA,-0.49004364,43.50500107,NA,0,NA,NA,528.4512329,NA,NA,NA,-0.49004364,43.50500107,NA
Equatorial Guinea,GNQ,1982,NA,NA,NA,NA,0,NA,NA,501.6285095,NA,NA,NA,1.015924096,43.63000107,NA,0,NA,NA,501.6285095,NA,NA,NA,1.015924096,43.63000107,NA
Equatorial Guinea,GNQ,1983,NA,NA,NA,NA,0,NA,NA,486.45047,NA,NA,NA,1.17005229,43.77299881,NA,0,NA,NA,486.45047,NA,NA,NA,1.17005229,43.77299881,NA
Equatorial Guinea,GNQ,1984,NA,NA,NA,NA,0,NA,NA,456.7710571,NA,NA,NA,4.31232214,45.24100113,NA,0,NA,NA,456.7710571,NA,NA,NA,4.31232214,45.24100113,NA
Equatorial Guinea,GNQ,1985,NA,NA,NA,NA,0,NA,NA,485.6025391,NA,NA,NA,3.927972078,46.25899887,NA,0,NA,NA,485.6025391,NA,NA,NA,3.927972078,46.25899887,NA
Equatorial Guinea,GNQ,1986,NA,NA,NA,NA,0,NA,NA,452.5544434,NA,NA,NA,7.368396282,46.78699875,NA,0,NA,NA,452.5544434,NA,NA,NA,7.368396282,46.78699875,NA
Equatorial Guinea,GNQ,1987,NA,NA,NA,NA,0,NA,NA,455.4136353,NA,NA,0,1.799758554,46.93099976,NA,0,NA,NA,455.4136353,NA,NA,0,1.799758554,46.93099976,NA
Equatorial Guinea,GNQ,1988,NA,NA,NA,NA,0,NA,NA,453.3071289,NA,NA,0,0.497340888,46.75799942,NA,0,NA,NA,453.3071289,NA,NA,0,0.497340888,46.75799942,NA
Equatorial Guinea,GNQ,1989,NA,NA,NA,NA,0,NA,NA,434.9104919,NA,NA,0,1.008609414,46.43899918,NA,0,NA,NA,434.9104919,NA,NA,0,1.008609414,46.43899918,NA
Equatorial Guinea,GNQ,1990,NA,NA,NA,NA,0,26.1,NA,414.4522095,NA,NA,0,9.876772881,46.03300095,411.32,0,26.1,NA,414.4522095,NA,NA,0,9.876772881,46.03300095,411.32
Equatorial Guinea,GNQ,1991,NA,NA,NA,NA,0.058500759,NA,NA,397.2734375,NA,NA,0,37.26105499,45.625,406.88,0.058500759,NA,NA,397.2734375,NA,NA,0,37.26105499,45.625,406.88
Equatorial Guinea,GNQ,1992,NA,NA,NA,NA,1.155109882,NA,NA,518.0430298,NA,NA,0,4.46770525,45.20899963,399.54,1.155109882,NA,NA,518.0430298,NA,NA,0,4.46770525,45.20899963,399.54
Equatorial Guinea,GNQ,1993,NA,NA,NA,NA,2.87988472,NA,NA,556.0926514,NA,NA,0,16.39251709,44.81100082,396.63,2.87988472,NA,NA,556.0926514,NA,NA,0,16.39251709,44.81100082,396.63
Equatorial Guinea,GNQ,1994,NA,NA,NA,NA,2.87988472,NA,NA,626.4943237,NA,NA,0,16.859478,44.41199875,393.84,2.87988472,NA,NA,626.4943237,NA,NA,0,16.859478,44.41199875,393.84
Equatorial Guinea,GNQ,1995,NA,NA,NA,NA,4.031838417,27.5,NA,709.8651733,NA,NA,0,89.47561646,43.85499954,392.8,4.031838417,27.5,NA,709.8651733,NA,NA,0,89.47561646,43.85499954,392.8
Equatorial Guinea,GNQ,1996,NA,NA,NA,NA,9.818433762,NA,NA,1138.764648,NA,NA,0,161.8237457,43.32699966,392.06,9.818433762,NA,NA,1138.764648,NA,NA,0,161.8237457,43.32699966,392.06
Equatorial Guinea,GNQ,1997,NA,NA,NA,NA,34.55861664,NA,NA,2737.2146,NA,NA,NA,12.08386898,42.79299927,373.79,34.55861664,NA,NA,2737.2146,NA,NA,NA,12.08386898,42.79299927,373.79
Equatorial Guinea,GNQ,1998,NA,NA,NA,NA,47.80608368,NA,NA,3254.29126,NA,NA,NA,74.12390137,42.27999878,361.59,47.80608368,NA,NA,3254.29126,NA,NA,NA,74.12390137,42.27999878,361.59
Equatorial Guinea,GNQ,1999,NA,NA,NA,NA,57.5976944,NA,NA,3925.905518,NA,NA,NA,24.84168816,41.77199936,350.26,57.5976944,NA,NA,3925.905518,NA,NA,NA,24.84168816,41.77199936,350.26
Equatorial Guinea,GNQ,2000,NA,NA,NA,NA,66.25601196,35.4,NA,4454.038086,NA,NA,NA,14.77053642,41.31900024,337.73,66.25601196,35.4,NA,4454.038086,NA,NA,NA,14.77053642,41.31900024,337.73
Equatorial Guinea,GNQ,2001,NA,NA,NA,NA,108.7990646,NA,NA,6983.438965,NA,NA,NA,64.38410187,40.70399857,320.07,108.7990646,NA,NA,6983.438965,NA,NA,NA,64.38410187,40.70399857,320.07
Equatorial Guinea,GNQ,2002,NA,NA,NA,NA,129.1141663,NA,NA,8003.961914,NA,NA,NA,17.89914513,40.28499985,303.59,129.1141663,NA,NA,8003.961914,NA,NA,NA,17.89914513,40.28499985,303.59
